timestamp_ms,snapshot_id,server_ts_ms,client_rx_ms,latency_ms,jitter_ms
1765321295841,316,1765321295841,1765321295841,0,0
1765321295892,317,1765321295892,1765321295892,0,0
1765321295943,318,1765321295942,1765321295943,1,1
1765321295994,319,1765321295993,1765321295993,0,1
1765321296047,320,1765321296046,1765321296047,1,1
1765321296098,321,1765321296098,1765321296098,0,1
1765321296149,322,1765321296149,1765321296149,0,0
1765321296200,323,1765321296200,1765321296200,0,0
1765321296251,324,1765321296251,1765321296251,0,0
1765321296303,325,1765321296303,1765321296303,0,0
1765321296354,326,1765321296354,1765321296354,0,0
1765321296405,327,1765321296404,1765321296405,1,1
1765321296456,328,1765321296456,1765321296456,0,1
1765321296508,329,1765321296507,1765321296507,0,0
1765321296558,330,1765321296558,1765321296558,0,0
1765321296609,331,1765321296609,1765321296609,0,0
1765321296660,332,1765321296660,1765321296660,0,0
1765321296711,333,1765321296711,1765321296711,0,0
1765321296762,334,1765321296762,1765321296762,0,0
1765321296813,335,1765321296812,1765321296812,0,0
1765321296864,336,1765321296863,1765321296863,0,0
1765321296914,337,1765321296914,1765321296914,0,0
1765321296965,338,1765321296965,1765321296965,0,0
1765321297016,339,1765321297015,1765321297015,0,0
1765321297066,340,1765321297066,1765321297066,0,0
1765321297117,341,1765321297117,1765321297117,0,0
1765321297168,342,1765321297167,1765321297167,0,0
1765321297219,343,1765321297218,1765321297218,0,0
1765321297269,344,1765321297269,1765321297269,0,0
1765321297320,345,1765321297320,1765321297320,0,0
1765321297371,346,1765321297371,1765321297371,0,0
1765321297422,347,1765321297421,1765321297421,0,0
1765321297473,348,1765321297473,1765321297473,0,0
1765321297524,349,1765321297523,1765321297523,0,0
1765321297575,350,1765321297574,1765321297574,0,0
1765321297625,351,1765321297625,1765321297625,0,0
1765321297676,352,1765321297676,1765321297676,0,0
1765321297727,353,1765321297727,1765321297727,0,0
1765321297778,354,1765321297777,1765321297778,1,1
1765321297829,355,1765321297829,1765321297829,0,1
1765321297880,356,1765321297879,1765321297879,0,0
1765321297930,357,1765321297930,1765321297930,0,0
1765321297981,358,1765321297980,1765321297980,0,0
1765321298031,359,1765321298031,1765321298031,0,0
1765321298082,360,1765321298082,1765321298082,0,0
1765321298133,361,1765321298133,1765321298133,0,0
1765321298184,362,1765321298184,1765321298184,0,0
1765321298235,363,1765321298235,1765321298235,0,0
1765321298286,364,1765321298286,1765321298286,0,0
1765321298336,365,1765321298336,1765321298336,0,0
1765321298387,366,1765321298387,1765321298387,0,0
1765321298438,367,1765321298437,1765321298437,0,0
1765321298489,368,1765321298488,1765321298489,1,1
1765321298541,369,1765321298540,1765321298541,1,0
1765321298592,370,1765321298592,1765321298592,0,1
1765321298643,371,1765321298642,1765321298643,1,1
1765321298694,372,1765321298693,1765321298694,1,0
1765321298745,373,1765321298744,1765321298744,0,1
1765321298796,374,1765321298795,1765321298795,0,0
1765321298869,375,1765321298846,1765321298847,1,1
1765321298920,376,1765321298920,1765321298920,0,1
1765321298971,377,1765321298971,1765321298971,0,0
1765321299023,378,1765321299022,1765321299022,0,0
1765321299074,379,1765321299074,1765321299074,0,0
1765321299125,380,1765321299125,1765321299125,0,0
1765321299176,381,1765321299176,1765321299176,0,0
1765321299226,382,1765321299226,1765321299226,0,0
1765321299277,383,1765321299277,1765321299277,0,0
1765321299328,384,1765321299328,1765321299328,0,0
1765321299379,385,1765321299379,1765321299379,0,0
1765321299430,386,1765321299429,1765321299429,0,0
1765321299481,387,1765321299480,1765321299480,0,0
1765321299532,388,1765321299531,1765321299532,1,1
1765321299582,389,1765321299582,1765321299582,0,1
1765321299633,390,1765321299633,1765321299633,0,0
1765321299684,391,1765321299684,1765321299684,0,0
1765321299735,392,1765321299735,1765321299735,0,0
1765321299786,393,1765321299786,1765321299786,0,0
1765321299837,394,1765321299837,1765321299837,0,0
1765321299888,395,1765321299888,1765321299888,0,0
1765321299939,396,1765321299939,1765321299939,0,0
1765321299990,397,1765321299989,1765321299990,1,1
1765321300041,398,1765321300041,1765321300041,0,1
1765321300092,399,1765321300092,1765321300092,0,0
1765321300143,400,1765321300143,1765321300143,0,0
1765321300194,401,1765321300194,1765321300194,0,0
1765321300245,402,1765321300245,1765321300245,0,0
1765321300296,403,1765321300296,1765321300296,0,0
1765321300347,404,1765321300346,1765321300346,0,0
1765321300398,405,1765321300397,1765321300397,0,0
1765321300448,406,1765321300448,1765321300448,0,0
1765321300499,407,1765321300499,1765321300499,0,0
1765321300550,408,1765321300550,1765321300550,0,0
1765321300601,409,1765321300601,1765321300601,0,0
1765321300652,410,1765321300652,1765321300652,0,0
1765321300703,411,1765321300703,1765321300703,0,0
1765321300754,412,1765321300753,1765321300753,0,0
1765321300804,413,1765321300804,1765321300804,0,0
1765321300855,414,1765321300855,1765321300855,0,0
1765321300906,415,1765321300906,1765321300906,0,0
